web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022238-4245,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Generalized anxiety disorder,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,Difficulty handling uncertainty
1576022507-4978,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],HIV/AIDS,https://www.mayoclinic.org/diseases-conditions/hiv-aids/symptoms-causes/syc-20373524,"Swollen lymph glands, mainly on the neck"
1576022250-4281,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,A feeling that you haven't completely emptied your bladder after urinating
1576022273-4351,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,Fatigue
1576022125-3937,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153,Abnormal blood vessels on the skin (spider angiomas)
1576022234-4220,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,"Having a sense of impending danger, panic or doom"
1576022275-4357,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,Fatigue
1576022326-4487,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Clay-colored stools
1576022461-4826,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Mesenteric lymphadenitis,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,Mesenteric lymph node enlargement
1576022469-4856,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Drug addiction (substance use disorder),https://www.mayoclinic.org/diseases-conditions/drug-addiction/symptoms-causes/syc-20365112,Taking larger amounts of the drug over a longer period of time than you intended
1576022505-4971,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,"Enlarged organs, such as the heart"
1576022388-4681,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Fatigue
1576022311-4454,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Confusion
1576022330-4507,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Transient global amnesia,https://www.mayoclinic.org/diseases-conditions/transient-global-amnesia/symptoms-causes/syc-20378531,Retention of personal identity despite memory loss
1576022442-4771,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pheochromocytoma,https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367,Shortness of breath (dyspnea)
1576022505-4957,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,Enlarged hands and feet
1576022363-4607,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,"Swollen, blue-colored skin under your eyes"
1576022382-4661,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dust mite allergy,https://www.mayoclinic.org/diseases-conditions/dust-mites/symptoms-causes/syc-20352173,Cough
1576022131-3957,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atypical depression,https://www.mayoclinic.org/diseases-conditions/atypical-depression/symptoms-causes/syc-20369747,Sleeping too much but still feeling sleepy in the daytime
1576022452-4804,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Frozen shoulder,https://www.mayoclinic.org/diseases-conditions/frozen-shoulder/symptoms-causes/syc-20372684,Thawing stage. The range of motion in your shoulder begins to improve.
1576022226-4191,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,Lightheadedness or fainting
1576022390-4693,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Primary aldosteronism,https://www.mayoclinic.org/diseases-conditions/primary-aldosteronism/symptoms-causes/syc-20351803,Headache
1576022289-4372,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aneurysms,https://www.mayoclinic.org/diseases-conditions/aneurysms/symptoms-causes/syc-20354633,Blood vessels supplying blood to your brain (brain aneurysm)
1576022295-4380,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,Nausea and vomiting
1576022384-4666,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Allergies,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497,"Itching of the nose, eyes or roof of the mouth"
1576022473-4877,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute sinusitis,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671,"Nasal blockage or congestion, causing difficulty breathing through your nose"
1576022479-4900,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,"Unusual bleeding, such as frequent nosebleeds and bleeding from the gums"
1576022533-5037,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,Pain during intercourse
1576022219-4170,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Primary progressive aphasia,https://www.mayoclinic.org/diseases-conditions/primary-progressive-aphasia/symptoms-causes/syc-20350499,"Difficulty comprehending spoken or written language, particularly single words"
1576022178-4077,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Rheumatoid arthritis,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Fatigue, fever and loss of appetite"
1576022396-4714,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Passing out (unconsciousness) and can't be awakened
1576022236-4239,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,Enduring a social situation with intense fear or anxiety
1576022420-4746,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, wet",https://www.mayoclinic.org/diseases-conditions/wet-macular-degeneration/symptoms-causes/syc-20351107,Abrupt onset and rapid worsening of symptoms
1576022224-4183,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve stenosis,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,"Fatigue, especially during times of increased activity"
1576022254-4296,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,"Hair that thins, breaks or falls out"
1576022307-4433,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Dizziness
1576022209-4148,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Broken arm,https://www.mayoclinic.org/diseases-conditions/broken-arm/symptoms-causes/syc-20353260,Bruising
1576022326-4493,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Weight loss
1576022135-3980,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Shortening and tightening of the vaginal canal
1576022396-4712,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Blue-tinged skin or pale skin
1576022517-5008,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Gastroesophageal reflux disease (GERD),https://www.mayoclinic.org/diseases-conditions/gerd/symptoms-causes/syc-20361940,Sensation of a lump in your throat
1576022444-4779,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,Abdominal bloating
1576022295-4387,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,Confusion
1576022520-5009,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Achilles tendon rupture,https://www.mayoclinic.org/diseases-conditions/achilles-tendon-rupture/symptoms-causes/syc-20353234,The feeling of having been kicked in the calf
1576022303-4414,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,Brittle nails
1576022363-4602,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,"Itchy nose, roof of mouth or throat"
1576022271-4347,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hives and angioedema,https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908,As small as a pea or as large as a dinner plate
1576022507-4976,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],HIV/AIDS,https://www.mayoclinic.org/diseases-conditions/hiv-aids/symptoms-causes/syc-20373524,Rash
1576022125-3940,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153,Loss of menstrual periods
1576022511-4987,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acne,https://www.mayoclinic.org/diseases-conditions/acne/symptoms-causes/syc-20368047,"Pimples (pustules), which are papules with pus at their tips"
1576022127-3952,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,"Has difficulty recognizing nonverbal cues, such as interpreting other people's facial expressions, body postures or tone of voice"
1576022396-4710,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Slow breathing (less than eight breaths a minute)
1576022246-4275,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pseudomembranous colitis,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,Nausea
1576022467-4849,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Compulsive gambling,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,Lying to family members or others to hide the extent of your gambling
1576022158-4033,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Astigmatism,https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835,Difficulty with night vision
1576022485-4920,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,Shortness of breath
1576022240-4263,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,Being consistently irresponsible and repeatedly failing to fulfill work or financial obligations
1576022507-4975,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],HIV/AIDS,https://www.mayoclinic.org/diseases-conditions/hiv-aids/symptoms-causes/syc-20373524,Muscle aches and joint pain
1576022493-4951,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute coronary syndrome,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136,Feeling restless or apprehensive
1576022502-4955,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Actinic keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Color as varied as pink, red or brown"
1576022273-4350,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,Nausea
1576022359-4592,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Soy allergy,https://www.mayoclinic.org/diseases-conditions/soy-allergy/symptoms-causes/syc-20377802,Skin redness (flushing)
1576022248-4277,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anthrax,https://www.mayoclinic.org/diseases-conditions/anthrax/symptoms-causes/syc-20356203,"A raised, itchy bump resembling an insect bite that quickly develops into a painless sore with a black center"
1576022483-4916,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute liver failure,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863,Disorientation or confusion
